"","id","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","Name","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE"
"5534","FBXL16",4,0.95168,0.94013,0.987723,18183,0,0.050775,0.55626,0.59619,0.999927,11267,1,0.050775,"ENSG00000127585.7",2.15321
"5535","FBXL17",4,0.26345,0.32898,0.834089,7469,2,-0.15872,0.14669,0.2457,0.949041,4809,1,-0.15872,"ENSG00000145743.11",1.63984
"5536","FBXL18",4,0.057025,0.11319,0.820598,2527,2,-0.42921,0.77729,0.79235,0.999927,14836,0,-0.42921,"ENSG00000155034.14",2.84857
"5537","FBXL19",4,0.21719,0.28562,0.820598,6466,1,0.1753,0.25152,0.39924,0.999927,7146,2,0.1753,"ENSG00000099364.12",8.65187
"5538","FBXL2",4,0.30822,0.38014,0.850105,8458,2,-0.16271,0.92709,0.94057,0.999927,17682,0,-0.16271,"ENSG00000153558.9",1.53961
"5539","FBXL20",4,0.89614,0.86902,0.96551,17111,0,0.36875,0.074975,0.16639,0.949041,3147,2,0.36875,"ENSG00000108306.7",5.10252
"5540","FBXL21",4,0.096378,0.18031,0.820598,3747,1,0.0069712,0.8493,0.85833,0.999927,16205,0,0.0069712,"ENSG00000164616.10",0
"5541","FBXL22",4,0.84394,0.80072,0.943623,16148,0,0.23375,0.70107,0.71548,0.999927,13430,1,0.23375,"ENSG00000197361.5",0.0379036
"5542","FBXL3",4,0.019723,0.044333,0.728574,1037,3,-0.41567,0.59769,0.62594,0.999927,11816,1,-0.41567,"ENSG00000005812.6",4.01987
"5543","FBXL4",4,0.75124,0.7058,0.932695,14346,0,-0.026021,0.71402,0.72976,0.999927,13663,1,-0.026021,"ENSG00000112234.4",4.08057
"5544","FBXL5",4,0.97761,0.97474,0.997757,18667,0,0.57072,0.030747,0.083217,0.949041,1489,3,0.57072,"ENSG00000118564.10",11.7664
"5545","FBXL6",4,0.15031,0.22359,0.820598,4940,2,-0.24698,0.74242,0.75542,0.999927,14170,0,-0.24698,"ENSG00000182325.6",7.2585
"5546","FBXL7",4,0.54857,0.53633,0.894736,11213,1,-0.080796,0.87651,0.89358,0.999927,16710,0,-0.080796,"ENSG00000183580.8",0.0085659
"5547","FBXL8",4,0.75731,0.71061,0.932695,14464,0,-0.024274,0.24934,0.39653,0.999927,7087,2,-0.024274,"ENSG00000135722.4",4.5327
"5548","FBXO10",4,0.39079,0.44077,0.888847,9415,1,0.15674,0.034678,0.089672,0.949041,1649,2,0.15674,"ENSG00000147912.8",3.60436
"5549","FBXO11",4,0.050644,0.098591,0.814067,2278,1,0.16153,0.097487,0.19908,0.949041,3683,1,0.16153,"ENSG00000138081.15",16.4046
"5550","FBXO15",4,0.90109,0.87247,0.96551,17215,0,0.030777,0.76898,0.78484,0.999927,14678,0,0.030777,"ENSG00000141665.7",0.0243177
"5551","FBXO16",4,0.039437,0.075023,0.743401,1856,1,-0.057892,0.531,0.58912,0.999927,10949,1,-0.057892,"ENSG00000214050.3",0.0207033
"5552","FBXO17",4,0.80422,0.75812,0.940999,15389,0,0.3285,0.067381,0.15642,0.949041,2911,2,0.3285,"ENSG00000269190.1",7.32145
"5553","FBXO18",4,0.66222,0.59872,0.894736,12803,1,0.56053,0.0082177,0.023821,0.857089,508,3,0.56053,"ENSG00000134452.15",15.0129
"5554","FBXO2",4,0.5228,0.52474,0.894736,10883,1,0.37199,0.081744,0.17567,0.949041,3312,2,0.37199,"ENSG00000116661.9",0.68437
"5555","FBXO21",4,0.12393,0.20883,0.820598,4358,2,-0.13229,0.77884,0.79479,0.999927,14861,0,-0.13229,"ENSG00000135108.10",5.0725
"5556","FBXO22",4,0.095993,0.17969,0.820598,3736,2,-0.34499,0.13774,0.23718,0.949041,4600,1,-0.34499,"ENSG00000167196.9",15.3688
"5557","FBXO24",4,0.74794,0.70421,0.932695,14274,0,0.010973,0.891,0.91188,0.999927,16991,0,0.010973,"ENSG00000106336.8",0.376508
"5558","FBXO25",4,0.2173,0.28562,0.820598,6468,1,-0.08466,0.73094,0.74408,0.999927,13951,1,-0.08466,"ENSG00000147364.12",4.34218
"5559","FBXO27",4,0.63698,0.5854,0.894736,12417,1,-0.12111,0.83223,0.83132,0.999927,15873,0,-0.12111,"ENSG00000161243.4",2.18913
"5560","FBXO28",4,0.79631,0.75118,0.940999,15219,0,-0.047271,0.59908,0.63025,0.999927,11836,1,-0.047271,"ENSG00000143756.7",7.34862
"5561","FBXO3",4,0.71287,0.65973,0.925563,13627,1,0.032488,0.68195,0.69855,0.999927,13093,1,0.032488,"ENSG00000110429.9",3.38866
"5562","FBXO30",4,0.84731,0.80315,0.943623,16204,0,-0.086525,0.86492,0.88267,0.999927,16488,0,-0.086525,"ENSG00000118496.4",7.10202
"5563","FBXO31",4,0.26798,0.33206,0.834089,7579,2,-0.32017,0.88211,0.90088,0.999927,16812,0,-0.32017,"ENSG00000103264.11",5.89319
"5564","FBXO32",4,0.68622,0.62829,0.910168,13183,1,0.088227,0.53081,0.58912,0.999927,10948,1,0.088227,"ENSG00000156804.3",0.198318
"5565","FBXO33",4,0.15181,0.22439,0.820598,4977,1,-0.14354,0.273,0.4235,0.999927,7618,1,-0.14354,"ENSG00000165355.7",2.06548
"5566","FBXO34",4,0.1162,0.20112,0.820598,4179,1,0.10293,0.47779,0.5591,0.999927,10314,1,0.10293,"ENSG00000178974.5",7.95696
"5567","FBXO36",4,0.47376,0.49352,0.894736,10303,1,-0.23684,0.46212,0.55628,0.999927,10125,1,-0.23684,"ENSG00000153832.7",0.396722
"5568","FBXO38",4,0.29207,0.35871,0.843169,8113,2,-0.083566,0.7459,0.75542,0.999927,14243,0,-0.083566,"ENSG00000145868.12",7.96824
"5569","FBXO39",4,0.085334,0.16328,0.820598,3482,2,-0.2998,0.51165,0.58331,0.999927,10721,1,-0.2998,"ENSG00000177294.6",0.0028469
"5570","FBXO4",4,0.22509,0.29164,0.820598,6649,2,-0.29318,0.62867,0.65441,0.999927,12267,1,-0.29318,"ENSG00000151876.8",14.0336
"5571","FBXO40",4,0.015765,0.038632,0.728574,862,2,-0.47392,0.45929,0.55628,0.999927,10093,1,-0.47392,"ENSG00000163833.6",0.0154201
"5572","FBXO41",4,0.51383,0.51819,0.894736,10769,1,0.0097467,0.63527,0.65586,0.999927,12362,1,0.0097467,"ENSG00000163013.7",1.33944
"5573","FBXO42",4,0.14403,0.22041,0.820598,4799,2,0.045071,0.032133,0.086808,0.949041,1544,2,0.045071,"ENSG00000037637.6",9.92537
"5574","FBXO43",4,0.3101,0.38188,0.850105,8498,1,0.035433,0.17028,0.27407,0.965379,5353,2,0.035433,"ENSG00000156509.9",0.225546
"5575","FBXO44",4,0.91014,0.88004,0.967049,17392,0,0.30476,0.25792,0.40301,0.999927,7304,2,0.30476,"ENSG00000132879.9",7.11209
"5576","FBXO45",4,0.97168,0.96533,0.993827,18546,0,0.21839,0.26879,0.42186,0.999927,7518,2,0.21839,"ENSG00000174013.7",12.3484
"5577","FBXO46",4,0.081033,0.15759,0.820598,3377,2,-0.62985,0.88918,0.91056,0.999927,16955,0,-0.62985,"ENSG00000177051.5",11.2823
"5578","FBXO47",4,0.97039,0.96267,0.993827,18517,0,0.68634,0.0047504,0.013289,0.748856,308,3,0.68634,"ENSG00000204952.2",0.0072174
"5579","FBXO48",4,0.69042,0.63326,0.912538,13261,1,-0.26105,0.8739,0.89211,0.999927,16659,0,-0.26105,"ENSG00000204923.3",1.76524
"5580","FBXO5",4,0.92267,0.89868,0.974381,17627,0,0.3816,0.15415,0.24869,0.949041,4983,2,0.3816,"ENSG00000112029.5",20.1063
"5581","FBXO6",4,0.19823,0.27515,0.820598,6041,1,0.0994,0.23353,0.37765,0.999927,6735,2,0.0994,"ENSG00000116663.6",25.7031
"5582","FBXO7",4,0.080535,0.1544,0.820598,3363,2,-0.6846,0.91862,0.93302,0.999927,17530,0,-0.6846,"ENSG00000100225.13",27.8979
"5583","FBXO8",4,0.41428,0.45721,0.894736,9643,1,0.058877,0.30536,0.46252,0.999927,8352,2,0.058877,"ENSG00000164117.8",10.3079
"5584","FBXO9",4,0.8574,0.81135,0.945438,16402,0,-0.083102,0.51006,0.58331,0.999927,10697,1,-0.083102,"ENSG00000112146.12",9.97823
"5585","FBXW10",4,0.084811,0.16263,0.820598,3471,2,-0.28193,0.59707,0.62594,0.999927,11807,1,-0.28193,"ENSG00000171931.8",0.0094379
"5586","FBXW11",4,0.83199,0.78466,0.941928,15925,0,-0.10572,0.11831,0.21993,0.949041,4171,1,-0.10572,"ENSG00000072803.13",12.6209
"5587","FBXW12",4,0.2487,0.31407,0.83081,7143,1,0.15463,0.30841,0.46707,0.999927,8414,2,0.15463,"ENSG00000164049.10",0.0151684
"5588","FBXW2",4,0.26889,0.33316,0.836081,7596,2,0.058999,0.054609,0.12829,0.949041,2439,2,0.058999,"ENSG00000119402.12",7.71125
"5589","FBXW4",4,0.53261,0.52804,0.894736,11014,1,-0.075658,0.16229,0.2673,0.965379,5168,1,-0.075658,"ENSG00000107829.9",4.31947
"5590","FBXW5",4,0.61712,0.57878,0.894736,12121,1,-0.19403,0.89679,0.9176,0.999927,17116,0,-0.19403,"ENSG00000159069.9",25.2767
"5591","FBXW7",4,0.89665,0.86902,0.96551,17123,0,0.2982,0.02134,0.058503,0.949041,1090,2,0.2982,"ENSG00000109670.9",3.776
"5592","FBXW8",4,0.069776,0.13402,0.820598,3030,3,-0.43728,0.98743,0.99202,0.999927,18858,0,-0.43728,"ENSG00000174989.8",6.57875
"5593","FBXW9",4,0.47337,0.49352,0.894736,10300,1,0.17953,0.097376,0.19908,0.949041,3679,2,0.17953,"ENSG00000132004.8",5.90795
"5594","FCAMR",4,0.29347,0.36102,0.84532,8141,1,0.12138,0.66244,0.6872,0.999927,12785,1,0.12138,"ENSG00000162897.10",0.0022853
"5595","FCAR",4,0.60913,0.57385,0.894736,12017,1,-0.18133,0.92714,0.94057,0.999927,17683,0,-0.18133,"ENSG00000186431.14",0
"5596","FCER1A",4,0.01522,0.037768,0.728574,838,2,-0.25515,0.78411,0.79479,0.999927,14955,0,-0.25515,"ENSG00000179639.6",0
"5597","FCER1G",4,0.23206,0.29742,0.820598,6790,2,-0.25634,0.32053,0.47976,0.999927,8686,1,-0.25634,"ENSG00000158869.6",0.232671
"5598","FCER2",4,0.027973,0.058532,0.728574,1372,3,-0.66351,0.96816,0.97673,0.999927,18511,0,-0.66351,"ENSG00000104921.10",0.0177126
"5599","FCF1",4,0.49375,0.50823,0.894736,10534,1,0.40412,0.034582,0.089326,0.949041,1646,2,0.40412,"ENSG00000119616.7",18.7309
"5600","FCGR1A",4,0.06574,0.12429,0.820598,2863,2,-0.18326,0.13597,0.23718,0.949041,4554,1,-0.18326,"ENSG00000150337.9",0.588121
"5601","FCGR1B",4,0.56647,0.54926,0.894736,11458,1,-0.24354,0.72548,0.73696,0.999927,13857,1,-0.24354,"ENSG00000198019.8",3.25987
"5602","FCGR2A",4,0.60042,0.5722,0.894736,11897,1,0.13237,0.17333,0.27499,0.965379,5423,2,0.13237,"ENSG00000143226.9",37.8086
"5603","FCGR2B",4,0.93533,0.91812,0.981751,17860,0,0.27256,0.18295,0.29363,0.997118,5627,2,0.27256,"ENSG00000072694.14",1.21162
"5604","FCGR3A",4,0.88099,0.85351,0.96551,16835,0,0.65574,0.024597,0.068168,0.949041,1231,3,0.65574,"ENSG00000203747.5",0.126784
"5605","FCGR3B",4,0.40371,0.4506,0.894736,9544,1,0.33288,0.11184,0.21445,0.949041,4019,2,0.33288,"ENSG00000162747.5",0.556432
"5606","FCGRT",4,0.78479,0.73518,0.932695,14975,0,0.36938,0.084036,0.18082,0.949041,3367,2,0.36938,"ENSG00000104870.8",1.54564
"5607","FCHO1",4,0.019576,0.044332,0.728574,1031,2,-0.42018,0.96241,0.97367,0.999927,18364,0,-0.42018,"ENSG00000130475.10",19.8619
"5608","FCHO2",4,0.9919,0.99106,0.999296,18940,0,0.48984,0.053711,0.12761,0.949041,2400,3,0.48984,"ENSG00000157107.9",5.31798
"5609","FCHSD1",4,0.7574,0.71061,0.932695,14466,0,-0.19481,0.42382,0.52918,0.999927,9736,1,-0.19481,"ENSG00000197948.6",7.56479
"5610","FCHSD2",4,0.045681,0.087065,0.789868,2095,2,0.089551,0.086337,0.18456,0.949041,3421,2,0.089551,"ENSG00000137478.10",4.37289
"5611","FCN1",4,0.055538,0.10639,0.814067,2466,2,-0.37457,0.84872,0.85554,0.999927,16194,0,-0.37457,"ENSG00000085265.6",0.148574
"5612","FCN2",4,0.14036,0.21966,0.820598,4733,2,-0.43507,0.32438,0.47976,0.999927,8743,1,-0.43507,"ENSG00000160339.11",0
"5613","FCN3",4,0.022785,0.053586,0.728574,1156,3,-0.77254,0.97322,0.98069,0.999927,18609,0,-0.77254,"ENSG00000142748.8",0.064522
"5614","FCRL1",4,0.82407,0.78076,0.941928,15779,0,0.51247,0.010203,0.027094,0.87043,591,3,0.51247,"ENSG00000163534.10",0
"5615","FCRL2",4,0.2919,0.35871,0.843169,8107,2,-0.19382,0.57522,0.6131,0.999927,11496,1,-0.19382,"ENSG00000132704.11",0.0026841
"5616","FCRL3",4,0.93616,0.91812,0.981751,17876,0,0.22226,0.18893,0.3062,0.999927,5765,2,0.22226,"ENSG00000160856.16",0.0013578
"5617","FCRL4",4,0.54466,0.53306,0.894736,11157,1,0.19744,0.19342,0.31291,0.999927,5857,2,0.19744,"ENSG00000163518.6",0
"5618","FCRL5",4,0.16069,0.23536,0.820598,5166,1,0.067374,0.37115,0.50224,0.999927,9168,1,0.067374,"ENSG00000143297.14",0.0020033
"5619","FCRL6",4,0.74837,0.70421,0.932695,14281,0,0.040502,0.13707,0.23718,0.949041,4583,1,0.040502,"ENSG00000181036.9",0.0082865
"5620","FCRLA",4,0.013999,0.036694,0.728574,783,2,-0.28078,0.95523,0.96894,0.999927,18227,0,-0.28078,"ENSG00000132185.12",2.50611
"5621","FCRLB",4,0.91041,0.88084,0.967049,17395,0,0.36592,0.070146,0.16041,0.949041,3017,2,0.36592,"ENSG00000162746.10",1.30121
"5622","FDCSP",4,0.89621,0.86902,0.96551,17114,0,0.00095465,0.87719,0.89506,0.999927,16718,0,0.00095465,"ENSG00000181617.5",0
"5623","FDFT1",4,0.94382,0.93201,0.986234,18036,0,0.41721,0.04152,0.10137,0.949041,1922,2,0.41721,"ENSG00000079459.8",180.203
"5624","FDPS",4,0.23535,0.29834,0.820598,6864,2,-0.16751,0.73133,0.74408,0.999927,13958,1,-0.16751,"ENSG00000160752.10",47.6271
"5625","FDX1",4,0.49461,0.50823,0.894736,10543,1,0.099372,0.7334,0.74697,0.999927,14002,1,0.099372,"ENSG00000137714.2",7.50395
"5626","FDX1L",4,0.75467,0.70901,0.932695,14416,0,0.81092,0.017199,0.048909,0.949041,904,3,0.81092,"ENSG00000267673.2",9.29598
"5627","FDXACB1",4,0.17763,0.25939,0.820598,5544,1,0.8441,0.0021051,0.006074,0.748856,136,3,0.8441,"ENSG00000255561.2",0.720018
"5628","FDXR",4,0.10875,0.19201,0.820598,4020,1,0.15141,0.0049074,0.013589,0.748856,321,1,0.15141,"ENSG00000161513.7",32.1692
"5629","FECH",4,0.80062,0.75677,0.940999,15316,0,0.067348,0.60027,0.63168,0.999927,11850,1,0.067348,"ENSG00000066926.6",20.8517
"5630","FEM1A",4,0.14433,0.22119,0.820598,4805,2,-0.088069,0.059885,0.14343,0.949041,2650,2,-0.088069,"ENSG00000141965.3",2.22951
"5631","FEM1B",4,0.1722,0.25151,0.820598,5422,2,-0.24722,0.55498,0.59619,0.999927,11254,1,-0.24722,"ENSG00000169018.5",11.9441
"5632","FEM1C",4,0.18123,0.26335,0.820598,5631,2,-0.29908,0.85845,0.86923,0.999927,16367,0,-0.29908,"ENSG00000145780.6",2.75382
"5633","FEN1",3,0.037031,0.070706,0.743401,1758,2,-0.70096,0.10993,0.1799,0.949041,3966,1,-0.70096,"ENSG00000168496.3",75.1099
"5634","FER",4,0.17402,0.25324,0.820598,5464,2,-0.24931,0.70965,0.72549,0.999927,13582,1,-0.24931,"ENSG00000151422.8",2.95119
"5635","FER1L5",4,0.87483,0.84564,0.96551,16726,0,0.50452,0.028274,0.073011,0.949041,1380,2,0.50452,"ENSG00000249715.5",0.004936
"5636","FER1L6",4,0.85035,0.80436,0.943623,16267,0,0.25149,0.20684,0.334,0.999927,6141,2,0.25149,"ENSG00000214814.2",0.0947754
"5637","FERD3L",4,0.99371,0.9927,0.999296,18977,0,0.76699,0.0062902,0.017152,0.748856,413,4,0.76699,"ENSG00000146618.3",0
"5638","FERMT1",4,0.78385,0.73369,0.932695,14955,0,0.15806,0.20465,0.33213,0.999927,6091,2,0.15806,"ENSG00000101311.11",0.0387535
"5639","FERMT2",4,0.034299,0.064897,0.728574,1643,3,-0.34417,0.58094,0.61451,0.999927,11571,1,-0.34417,"ENSG00000073712.9",0.58863
"5640","FERMT3",3,0.4269,0.41756,0.868146,9785,1,0.17703,0.04464,0.09471,0.949041,2037,1,0.17703,"ENSG00000149781.8",84.0262
"5641","FES",4,0.107,0.1906,0.820598,3995,2,-0.40709,0.075515,0.16639,0.949041,3160,1,-0.40709,"ENSG00000182511.7",0.73817
"5642","FETUB",4,0.67764,0.61839,0.906567,13032,1,-0.12313,0.17488,0.27993,0.980382,5456,1,-0.12313,"ENSG00000090512.7",0.012313
"5643","FEV",4,0.56957,0.54926,0.894736,11500,1,0.248,0.16795,0.27313,0.965379,5295,2,0.248,"ENSG00000163497.2",0.119369
"5644","FEZ1",4,0.041706,0.076861,0.743401,1949,1,0.054074,0.51908,0.58476,0.999927,10820,1,0.054074,"ENSG00000149557.8",2.67822
"5645","FEZ2",4,0.5628,0.54443,0.894736,11409,1,0.19638,0.16238,0.2673,0.965379,5170,2,0.19638,"ENSG00000171055.10",9.82078
"5646","FEZF1",4,0.32935,0.4015,0.861918,8852,1,-0.039517,0.6996,0.71403,0.999927,13403,1,-0.039517,"ENSG00000128610.7",0.0207576
"5647","FEZF2",4,0.93999,0.92474,0.983643,17954,0,0.1446,0.53025,0.58764,0.999927,10943,1,0.1446,"ENSG00000153266.8",0
"5648","FFAR1",4,0.97351,0.96684,0.993827,18590,0,0.38738,0.072472,0.16428,0.949041,3093,3,0.38738,"ENSG00000126266.2",0.0990024
"5649","FFAR2",4,0.063389,0.11991,0.820598,2766,1,0.34091,0.075907,0.16639,0.949041,3174,2,0.34091,"ENSG00000126262.4",0.0231937
"5650","FFAR3",4,0.75968,0.71221,0.932695,14523,0,0.24986,0.39291,0.51216,0.999927,9397,1,0.24986,"ENSG00000185897.6",0.0089566
"5651","FFAR4",4,0.1645,0.24459,0.820598,5250,2,-0.32928,0.76093,0.77317,0.999927,14517,0,-0.32928,"ENSG00000186188.6",0
"5652","FGA",4,0.012832,0.035885,0.728574,737,3,-0.47029,0.95582,0.96951,0.999927,18237,0,-0.47029,"ENSG00000171560.10",0.0314985
"5653","FGB",4,0.9349,0.91812,0.981751,17852,0,0.11141,0.69082,0.70276,0.999927,13250,1,0.11141,"ENSG00000171564.7",0.0287163
"5654","FGD1",4,0.79073,0.73664,0.932695,15095,0,-0.1775,0.59503,0.62449,0.999927,11778,1,-0.1775,"ENSG00000102302.7",0.938258
"5655","FGD2",4,0.14135,0.22041,0.820598,4752,2,-0.34491,0.88481,0.90508,0.999927,16868,0,-0.34491,"ENSG00000146192.10",0.089529
"5656","FGD3",4,0.44151,0.47538,0.894736,9947,1,-0.22197,0.93683,0.95091,0.999927,17873,0,-0.22197,"ENSG00000127084.13",0.278507
"5657","FGD4",4,0.52997,0.52474,0.894736,10979,1,-0.047503,0.86059,0.87362,0.999927,16402,0,-0.047503,"ENSG00000139132.10",0.101603
"5658","FGD5",3,0.81851,0.78171,0.941928,15665,0,0.17054,0.61664,0.63131,0.999927,12085,1,0.17054,"ENSG00000154783.6",0.0056521
"5659","FGD6",4,0.74499,0.70103,0.932695,14214,0,0.20315,0.44318,0.54918,0.999927,9925,1,0.20315,"ENSG00000180263.9",2.35966
"5660","FGF1",4,0.18157,0.26335,0.820598,5638,1,-0.21607,0.19739,0.31678,0.999927,5946,1,-0.21607,"ENSG00000113578.13",0.0171141
"5661","FGF10",4,0.10296,0.18536,0.820598,3897,2,-0.41832,0.63038,0.65441,0.999927,12288,1,-0.41832,"ENSG00000070193.4",0.0029364
"5662","FGF11",4,0.047071,0.090984,0.799779,2148,3,-0.35739,0.98463,0.99003,0.999927,18808,0,-0.35739,"ENSG00000161958.6",2.64155
"5663","FGF12",3,0.78651,0.74604,0.939675,15009,0,0.07562,0.79964,0.82419,0.999927,15252,0,0.07562,"ENSG00000114279.9",0.0094186
"5664","FGF13",4,0.0017867,0.00348,0.471308,134,3,-1.2465,0.98906,0.9935,0.999927,18895,0,-1.2465,"ENSG00000129682.9",21.3726
"5665","FGF14",4,0.23618,0.30028,0.820598,6883,2,-0.17208,0.76216,0.77585,0.999927,14540,0,-0.17208,"ENSG00000102466.11",0.0424559
"5666","FGF16",4,0.96429,0.95306,0.989823,18409,0,0.37713,0.31477,0.47194,0.999927,8560,2,0.37713,"ENSG00000196468.5",0.007511
"5667","FGF17",4,0.84925,0.80315,0.943623,16244,0,0.15128,0.31977,0.47976,0.999927,8670,2,0.15128,"ENSG00000158815.6",0.0947446
"5668","FGF18",4,0.20234,0.27782,0.820598,6138,2,-0.32818,0.14484,0.24295,0.949041,4767,1,-0.32818,"ENSG00000156427.7",0.0167315
"5669","FGF2",3,0.83902,0.79871,0.943623,16061,0,0.2476,0.11827,0.19036,0.949041,4170,1,0.2476,"ENSG00000138685.8",7.27989
"5670","FGF20",4,0.7413,0.69105,0.932695,14141,1,0.23381,0.23951,0.38525,0.999927,6878,2,0.23381,"ENSG00000078579.8",0
"5671","FGF21",4,0.60696,0.57385,0.894736,11986,1,0.14775,0.47472,0.5591,0.999927,10277,1,0.14775,"ENSG00000105550.4",0.829454
"5672","FGF22",4,0.10227,0.18161,0.820598,3882,2,-0.6783,0.25466,0.40032,0.999927,7226,2,-0.6783,"ENSG00000070388.7",0.192401
"5673","FGF23",3,0.67896,0.62742,0.910168,13050,0,0.12556,0.37612,0.44119,0.999927,9219,1,0.12556,"ENSG00000118972.1",0
"5674","FGF3",4,0.96076,0.94888,0.987983,18343,0,0.23321,0.38288,0.50789,0.999927,9291,1,0.23321,"ENSG00000186895.2",0
"5675","FGF4",4,0.66188,0.59872,0.894736,12799,1,0.033293,0.07206,0.16357,0.949041,3078,2,0.033293,"ENSG00000075388.2",0
"5676","FGF5",4,0.28588,0.35513,0.838571,7978,1,-0.015594,0.67095,0.69292,0.999927,12925,1,-0.015594,"ENSG00000138675.12",0.620702
"5677","FGF6",4,0.062333,0.1194,0.820598,2720,3,-0.50608,0.9126,0.92766,0.999927,17425,0,-0.50608,"ENSG00000111241.2",0.0068711
"5678","FGF7",4,0.8456,0.80194,0.943623,16173,0,0.098615,0.28251,0.4438,0.999927,7817,2,0.098615,"ENSG00000140285.5",0.0049916
"5679","FGF8",4,0.65928,0.59872,0.894736,12754,1,-0.19705,0.44251,0.54771,0.999927,9916,1,-0.19705,"ENSG00000107831.8",0.056769
"5680","FGF9",4,0.80793,0.76492,0.941928,15464,0,0.38324,0.055415,0.13122,0.949041,2467,3,0.38324,"ENSG00000102678.6",0.0237924
"5681","FGFBP1",4,0.47032,0.49186,0.894736,10269,1,0.11748,0.08302,0.1771,0.949041,3343,2,0.11748,"ENSG00000137440.3",0.0183382
"5682","FGFBP2",4,0.94184,0.92762,0.985249,17994,0,0.59766,0.03754,0.096013,0.949041,1766,3,0.59766,"ENSG00000137441.7",0.0076635
"5683","FGFBP3",4,0.68416,0.62828,0.910168,13146,1,0.057099,0.51724,0.58476,0.999927,10795,1,0.057099,"ENSG00000174721.9",1.04799
"5684","FGFR1",4,0.28364,0.35334,0.838571,7934,1,0.40728,0.082868,0.17637,0.949041,3339,2,0.40728,"ENSG00000077782.15",0.0825254
"5685","FGFR1OP",4,0.77607,0.72778,0.932695,14799,0,0.37824,0.013777,0.036358,0.922955,755,3,0.37824,"ENSG00000213066.7",4.26786
"5686","FGFR1OP2",4,0.17816,0.26028,0.820598,5557,1,-0.16493,0.86871,0.88745,0.999927,16563,0,-0.16493,"ENSG00000111790.9",14.8439
"5687","FGFR2",4,0.90051,0.87247,0.96551,17202,0,0.26971,0.045078,0.10795,0.949041,2056,2,0.26971,"ENSG00000066468.16",0.0092844
"5688","FGFR3",4,0.77714,0.72925,0.932695,14822,0,0.43001,0.019145,0.053965,0.949041,986,3,0.43001,"ENSG00000068078.13",9.17017
"5689","FGFR4",4,0.68442,0.62828,0.910168,13153,1,-0.18382,0.78856,0.7973,0.999927,15034,0,-0.18382,"ENSG00000160867.10",8.85422
"5690","FGFRL1",4,0.083094,0.15882,0.820598,3433,1,-0.13875,0.58479,0.61733,0.999927,11628,1,-0.13875,"ENSG00000127418.10",10.636
"5691","FGG",4,0.087036,0.16842,0.820598,3532,1,-0.25985,0.5472,0.59619,0.999927,11151,1,-0.25985,"ENSG00000171557.12",0.941707
"5692","FGGY",4,0.85912,0.81813,0.951368,16430,0,0.093054,0.24914,0.39653,0.999927,7083,1,0.093054,"ENSG00000172456.12",3.00952
"5693","FGL1",4,0.42927,0.46873,0.894736,9803,1,-0.055359,0.56318,0.60185,0.999927,11353,1,-0.055359,"ENSG00000104760.12",0.0420973
"5694","FGL2",4,0.77627,0.72778,0.932695,14803,0,0.56855,0.028528,0.07327,0.949041,1390,3,0.56855,"ENSG00000127951.5",0.042891
"5695","FGR",4,0.29297,0.35983,0.844163,8132,1,-0.0094328,0.60354,0.63599,0.999927,11891,1,-0.0094328,"ENSG00000000938.8",0.0621725
"5696","FH",4,0.021596,0.046306,0.728574,1106,1,0.33928,0.27257,0.4235,0.999927,7610,1,0.33928,"ENSG00000091483.6",108.676
"5697","FHAD1",4,0.86891,0.83434,0.959554,16610,0,0.51195,0.024969,0.069485,0.949041,1245,2,0.51195,"ENSG00000142621.15",0.308451
"5698","FHDC1",4,0.041428,0.076861,0.743401,1936,2,-0.40085,0.20948,0.33884,0.999927,6200,1,-0.40085,"ENSG00000137460.4",0.11592
"5699","FHIT",4,0.046472,0.090686,0.799779,2122,3,-0.40275,0.65472,0.67875,0.999927,12661,1,-0.40275,"ENSG00000189283.5",3.2861
"5700","FHL1",4,0.096415,0.18031,0.820598,3748,2,-0.15126,0.83768,0.83867,0.999927,15983,0,-0.15126,"ENSG00000022267.12",0.473737
"5701","FHL2",4,0.35715,0.41616,0.865798,9112,1,0.24237,0.077264,0.16639,0.949041,3208,2,0.24237,"ENSG00000115641.14",5.602
"5702","FHL3",4,0.00049203,0.0011082,0.471308,35,3,-0.88103,0.93666,0.95091,0.999927,17868,0,-0.88103,"ENSG00000183386.5",34.1905
"5703","FHL5",4,0.1703,0.24932,0.820598,5375,2,-0.20571,0.85445,0.86561,0.999927,16302,0,-0.20571,"ENSG00000112214.6",0
"5704","FHOD1",4,0.87809,0.84962,0.96551,16782,0,0.22304,0.15052,0.24869,0.949041,4897,2,0.22304,"ENSG00000135723.9",16.2391
"5705","FHOD3",4,0.89726,0.86902,0.96551,17131,0,0.033952,0.59614,0.62449,0.999927,11791,1,0.033952,"ENSG00000134775.11",0.177353
"5706","FIBCD1",4,0.0073936,0.018607,0.664709,486,3,-1.3134,0.21192,0.34437,0.999927,6255,1,-1.3134,"ENSG00000130720.8",0.101862
"5707","FIBIN",4,0.48979,0.50658,0.894736,10483,1,-0.11457,0.75734,0.7664,0.999927,14445,0,-0.11457,"ENSG00000176971.2",0.0304293
