"","x"
"PDCD5",1
"PDCL",1
"PDE1C",1
"PDE3A",1
"PDE4B",1
"PDE4DIP",1
"PDE5A",1
"PDE6B",1
"PDE7B",1
"PDE8A",1
"PDE8B",1
"PDE9A",1
"PDF",1
"PDGFB",1
"PDHB",1
"PDIA2",1
"PDIA4",1
"PDK2",1
"PDK4",1
"PDLIM1",1
"PDLIM2",1
"PDLIM5",1
"PDP2",1
"PDSS2",1
"PDXK",1
"PDXP",1
"PDZD3",1
"PDZD8",1
"PDZD9",1
"PDZK1",1
"PDZK1IP1",1
"PDZRN3",1
"PEAR1",1
"PEBP1",1
"PECAM1",1
"PECR",1
"PEG3",1
"PELI2",1
"PELI3",1
"PEPD",1
"PER1",1
"PERM1",1
"PET117",1
"PEX10",1
"PEX13",1
"PEX16",1
"PEX19",1
"PEX5",1
"PEX7",1
"PF4",1
"PFDN1",1
"PFDN5",1
"PFKFB1",1
"PFKFB2",1
"PFKFB4",1
"PFKP",1
"PFN2",1
"PFN3",1
"PGA3",1
"PGA4",1
"PGA5",1
"PGAP2",1
"PGBD4",1
"PGF",1
"PGLS",1
"PGLYRP2",1
"PGM2L1",1
"PGM3",1
"PGM5",1
"PGRMC2",1
"PGS1",1
"PHAX",1
"PHF12",1
"PHF13",1
"PHF19",1
"PHF2",1
"PHF20",1
"PHF21A",1
"PHF23",1
"PHF7",1
"PHF8",1
"PHGR1",1
"PHIP",1
"PHKA1",1
"PHKB",1
"PHLDA3",1
"PHLDB2",1
"PHOSPHO2-KLHL23",1
"PHOX2A",1
"PHOX2B",1
"PHRF1",1
"PHYHD1",1
"PHYKPL",1
"PI3",1
"PI4K2B",1
"PI4KB",1
"PIANP",1
"PICK1",1
"PIDD1",1
"PIEZO1",1
"PIFO",1
"PIGA",1
"PIGB",1
"PIGG",1
"PIGK",1
"PIGL",1
"PIGM",1
"PIGO",1
"PIGP",1
"PIGQ",1
"PIGS",1
"PIGT",1
"PIGU",1
"PIGW",1
"PIGX",1
"PIGY",1
"PIGZ",1
"PIH1D2",1
"PIK3AP1",1
"PIK3C2A",1
"PIK3C2G",1
"PIK3CA",1
"PIK3CG",1
"PIK3IP1",1
"PIK3R2",1
"PIK3R5",1
"PIK3R6",1
"PIM2",1
"PIN4",1
"PIP4K2A",1
"PIP4K2B",1
"PIP5K1A",1
"PIR",1
"PISD",1
"PITPNA",1
"PITPNM1",1
"PITPNM2",1
"PITX2",1
"PITX3",1
"PIWIL2",1
"PIWIL3",1
"PJA2",1
"PKD1L1",1
"PKD1L2",1
"PKD2",1
"PKHD1",1
"PKHD1L1",1
"PKLR",1
"PKN1",1
"PKN3",1
"PKP2",1
"PKP3",1
"PKP4",1
"PLA1A",1
"PLA2G12B",1
"PLA2G15",1
"PLA2G1B",1
"PLA2G2F",1
"PLA2G4A",1
"PLA2G4B",1
"PLA2G4C",1
"PLA2G4D",1
"PLA2G4E",1
"PLA2G4F",1
"PLA2G5",1
"PLAA",1
"PLAC8L1",1
"PLAGL1",1
"PLAT",1
"PLBD1",1
"PLBD2",1
"PLCD1",1
"PLCG2",1
"PLCH1",1
"PLCL2",1
"PLCXD1",1
"PLCZ1",1
"PLD2",1
"PLD4",1
"PLD6",1
"PLEC",1
"PLEK2",1
"PLEKHA2",1
"PLEKHA7",1
"PLEKHD1",1
"PLEKHF1",1
"PLEKHF2",1
"PLEKHG1",1
"PLEKHG2",1
"PLEKHG4B",1
"PLEKHG7",1
"PLEKHH1",1
"PLEKHH2",1
"PLEKHH3",1
"PLEKHJ1",1
"PLEKHM1",1
"PLEKHM3",1
"PLEKHS1",1
"PLET1",1
"PLIN1",1
"PLIN3",1
"PLIN5",1
"PLK1",1
"PLK2",1
"PLLP",1
"PLN",1
"PLOD1",1
"PLOD2",1
"PLOD3",1
"PLP1",1
"PLRG1",1
"PLS1",1
"PLSCR5",1
"PLXDC1",1
"PLXNA3",1
"PLXNA4",1
"PLXNB3",1
"PLXNC1",1
"PLXND1",1
"PMAIP1",1
"PMEL",1
"PML",1
"PMP22",1
"PMPCA",1
"PMVK",1
"PNISR",1
"PNLDC1",1
"PNLIP",1
"PNLIPRP2",1
"PNMA2",1
"PNMAL1",1
"PNN",1
"PNOC",1
"PNP",1
"PNPLA7",1
"PNPO",1
"PODNL1",1
"POF1B",1
"POLA2",1
"POLB",1
"POLDIP3",1
"POLG2",1
"POLK",1
"POLN",1
"POLR1C",1
"POLR1E",1
"POLR2H",1
"POLR2I",1
"POLR2J",1
"POLR2J2",1
"POLR2K",1
"POLR2L",1
"POLR3A",1
"POLR3B",1
"POLR3D",1
"POLR3H",1
"POLR3K",1
"POM121C",1
"POM121L2",1
"POMC",1
"POMGNT2",1
"POMT2",1
"PON1",1
"PON2",1
"POP4",1
"POR",1
"POTEA",1
"POTEB",1
"POTEB2",1
"POTEB3",1
"POTEC",1
"POTEE",1
"POU1F1",1
"POU2F3",1
"POU3F1",1
"POU4F1",1
"POU4F2",1
"PPAN",1
"PPAN-P2RY11",1
"PPAP2A",1
"PPAP2B",1
"PPAPDC2",1
"PPAPDC3",1
"PPARG",1
"PPARGC1A",1
"PPCDC",1
"PPEF1",1
"PPEF2",1
"PPFIA1",1
"PPIAL4C",1
"PPIAL4E",1
"PPIAL4F",1
"PPIAL4G",1
"PPIC",1
"PPIL3",1
"PPIL4",1
"PPIL6",1
"PPIP5K1",1
"PPIP5K2",1
"PPM1A",1
"PPM1B",1
"PPM1D",1
"PPM1G",1
"PPM1H",1
"PPM1K",1
"PPM1L",1
"PPM1M",1
"PPM1N",1
"PPP1CA",1
"PPP1R12B",1
"PPP1R13L",1
"PPP1R14A",1
"PPP1R15A",1
"PPP1R15B",1
"PPP1R1A",1
"PPP1R2",1
"PPP1R26",1
"PPP1R27",1
"PPP1R37",1
"PPP1R3C",1
"PPP1R3D",1
"PPP1R3E",1
"PPP1R7",1
"PPP1R9B",1
"PPP2R2D",1
"PPP2R3A",1
"PPP2R3B",1
"PPP2R5A",1
"PPP2R5D",1
"PPP2R5E",1
"PPP4C",1
"PPP4R4",1
"PPP6C",1
"PPP6R1",1
"PPT1",1
"PPT2",1
"PPWD1",1
"PQLC1",1
"PRADC1",1
"PRAM1",1
"PRAMEF11",1
"PRAMEF14",1
"PRAMEF2",1
"PRAMEF7",1
"PRAP1",1
"PRB4",1
"PRCP",1
"PRDM1",1
"PRDM11",1
"PRDM12",1
"PRDM14",1
"PRDM15",1
"PRDX1",1
"PRDX5",1
"PRELID1",1
"PREP",1
"PRG2",1
"PRICKLE1",1
"PRICKLE3",1
"PRIM1",1
"PRIM2",1
"PRIMA1",1
"PRKAA2",1
"PRKAG1",1
"PRKCB",1
"PRKCDBP",1
"PRKCG",1
"PRKCI",1
"PRKCQ",1
"PRKCSH",1
"PRKCZ",1
"PRKD3",1
"PRKRIP1",1
"PRKX",1
"PRL",1
"PRLH",1
"PRLHR",1
"PRM1",1
"PRM3",1
"PRNP",1
"PROCA1",1
"PRODH",1
"PRODH2",1
"PROK2",1
"PROM1",1
"PROM2",1
"PROP1",1
"PROSC",1
"PROSER3",1
"PROX1",1
"PROX2",1
"PROZ",1
"PRPF38A",1
"PRPF39",1
"PRR14",1
"PRR14L",1
"PRR16",1
"PRR20B",1
"PRR20D",1
"PRR20E",1
"PRR23D1",1
"PRR25",1
"PRR27",1
"PRR3",1
"PRR32",1
"PRR34",1
"PRR35",1
"PRR5-ARHGAP8",1
"PRR7",1
"PRR9",1
"PRRT2",1
"PRRT3",1
"PRRT4",1
"PRRX1",1
"PRSS12",1
"PRSS21",1
"PRSS33",1
"PRSS36",1
"PRSS38",1
"PRSS45",1
"PRSS50",1
"PRSS53",1
"PRSS56",1
"PRSS8",1
"PRTFDC1",1
"PRTG",1
"PRTN3",1
"PSAP",1
"PSD",1
"PSD3",1
"PSD4",1
"PSG4",1
"PSG5",1
"PSG7",1
"PSG9",1
"PSKH2",1
"PSMA2",1
"PSMA4",1
"PSMB10",1
"PSMB7",1
"PSMC3",1
"PSMC3IP",1
"PSMC4",1
"PSMD1",1
"PSMD12",1
"PSMD13",1
"PSMD4",1
"PSMD5",1
"PSME1",1
"PSMG2",1
"PSORS1C2",1
"PSPC1",1
"PTAR1",1
"PTBP1",1
"PTEN",1
"PTGDR",1
"PTGDS",1
"PTGER2",1
"PTGER3",1
"PTGER4",1
"PTGES2",1
"PTGIR",1
"PTGIS",1
"PTGR1",1
"PTGS1",1
"PTGS2",1
"PTH",1
"PTK2",1
"PTK2B",1
"PTMA",1
"PTMS",1
"PTPN12",1
"PTPN18",1
"PTPN3",1
"PTPN4",1
"PTPN5",1
"PTPN6",1
"PTPN7",1
"PTPN9",1
"PTPRD",1
"PTPRE",1
"PTPRJ",1
"PTPRM",1
"PTPRN",1
"PTRF",1
"PTRH1",1
"PTRHD1",1
"PTTG2",1
"PTX4",1
"PURA",1
"PURB",1
"PUS1",1
"PUS10",1
"PVALB",1
"PVRIG",1
"PVRL1",1
"PWP1",1
"PWWP2A",1
"PXYLP1",1
"PYDC1",1
"PYGL",1
"PYGO2",1
"PYY",1
"QARS",1
"QDPR",1
"QKI",1
"QPCT",1
"QRFP",1
"QRFPR",1
"QRICH2",1
"QSER1",1
"QSOX1",1
"QSOX2",1
"QTRTD1",1
"R3HCC1L",1
"R3HDM1",1
"R3HDM2",1
"R3HDML",1
"RAB11B",1
"RAB11FIP2",1
"RAB11FIP3",1
"RAB12",1
"RAB17",1
"RAB1A",1
"RAB22A",1
"RAB24",1
"RAB25",1
"RAB26",1
"RAB27A",1
"RAB29",1
"RAB2A",1
"RAB32",1
"RAB33A",1
"RAB36",1
"RAB38",1
"RAB3IP",1
"RAB40B",1
"RAB44",1
"RAB6C",1
"RAB8A",1
"RABGGTA",1
"RABGGTB",1
"RABIF",1
"RABL2A",1
"RABL2B",1
"RAC3",1
"RAD1",1
"RAD17",1
"RAD18",1
"RAD21",1
"RAD51",1
"RAD51AP2",1
"RAD51C",1
"RADIL",1
"RAET1E",1
"RAET1G",1
"RAG1",1
"RAI1",1
"RALGAPA1",1
"RALGAPB",1
"RALGPS2",1
"RALYL",1
"RAMP3",1
"RAN",1
"RANBP3L",1
"RANGAP1",1
"RAP1A",1
"RAP1B",1
"RAP1GAP",1
"RAP1GAP2",1
"RAP1GDS1",1
"RAP2B",1
"RAP2C",1
"RAPGEF1",1
"RAPGEF3",1
"RAPGEF6",1
"RAPSN",1
"RARB",1
"RARG",1
"RARS",1
"RARS2",1
"RASA2",1
"RASA4",1
"RASA4B",1
"RASGRF2",1
"RASGRP1",1
"RASGRP4",1
"RASL10B",1
"RASSF10",1
"RAX",1
"RB1CC1",1
"RBAK",1
"RBBP5",1
"RBBP7",1
"RBFA",1
"RBKS",1
"RBM10",1
"RBM11",1
"RBM15",1
"RBM17",1
"RBM19",1
"RBM22",1
"RBM23",1
"RBM3",1
"RBM33",1
"RBM4",1
"RBM4B",1
"RBM8A",1
"RBMS3",1
"RBMX",1
"RBMX2",1
"RBMY1B",1
"RBMY1D",1
"RBP3",1
"RBP4",1
"RBPJL",1
"RBX1",1
"RC3H2",1
"RCAN1",1
"RCAN2",1
"RCBTB1",1
"RCC2",1
"RCL1",1
"RCN2",1
"RCN3",1
"RCOR3",1
"RD3",1
"RDH12",1
"RDH14",1
"RDH5",1
"RDX",1
"RECK",1
"RECQL",1
"REEP2",1
"REEP5",1
"REG1A",1
"REG1B",1
"REG3G",1
"RELL1",1
"REPIN1",1
"RER1",1
"RERG",1
"RERGL",1
"RETNLB",1
"REV3L",1
"RFESD",1
"RFNG",1
"RFPL1",1
"RFPL2",1
"RFPL4AL1",1
"RFT1",1
"RFTN1",1
"RFWD3",1
"RFX2",1
"RFX5",1
"RFXANK",1
"RGAG1",1
"RGAG4",1
"RGL3",1
"RGMA",1
"RGMB",1
"RGPD6",1
"RGPD8",1
"RGS12",1
"RGS21",1
"RGS22",1
"RGS3",1
"RGS7BP",1
"RGS8",1
"RGS9BP",1
"RHBDD3",1
"RHBDF1",1
"RHBDL1",1
"RHBG",1
"RHCG",1
"RHD",1
"RHNO1",1
"RHOA",1
"RHOBTB2",1
"RHOD",1
"RHOF",1
"RHOG",1
"RHOH",1
"RHOT1",1
"RHOT2",1
"RHOU",1
"RIBC2",1
"RIC8A",1
"RIC8B",1
"RIIAD1",1
"RILP",1
"RILPL2",1
"RIMBP2",1
"RIMBP3B",1
"RIMBP3C",1
"RIMS4",1
"RIN1",1
"RIN3",1
"RINL",1
"RINT1",1
"RIOK3",1
"RIPK2",1
"RIPK3",1
"RIPPLY2",1
"RIT1",1
"RLBP1",1
"RLF",1
"RMDN2",1
"RMI2",1
"RNASE10",1
"RNASE11",1
"RNASE2",1
"RNASE8",1
"RNASE9",1
"RNASEH1",1
"RNASEH2A",1
"RNASEH2B",1
"RNASET2",1
"RND1",1
"RND3",1
"RNF10",1
"RNF103",1
"RNF103-CHMP3",1
"RNF112",1
"RNF121",1
"RNF123",1
"RNF130",1
"RNF133",1
"RNF14",1
"RNF149",1
"RNF151",1
"RNF157",1
"RNF167",1
"RNF168",1
"RNF170",1
"RNF180",1
"RNF181",1
"RNF182",1
"RNF19A",1
"RNF19B",1
"RNF207",1
"RNF212",1
"RNF212B",1
"RNF219",1
"RNF25",1
"RNF32",1
"RNF39",1
"RNF40",1
"RNF5",1
"RNF6",1
"RNH1",1
"RNLS",1
"RNMT",1
"RNPEPL1",1
"ROBO2",1
"ROCK1",1
"ROCK2",1
"ROMO1",1
"ROPN1B",1
"ROPN1L",1
"ROR1",1
"RORC",1
"RP1L1",1
"RP2",1
"RPA1",1
"RPA2",1
"RPAIN",1
"RPGRIP1",1
"RPGRIP1L",1
"RPIA",1
"RPL11",1
"RPL13",1
"RPL15",1
"RPL18A",1
"RPL19",1
"RPL21",1
"RPL22",1
"RPL27",1
"RPL27A",1
"RPL3",1
"RPL32",1
"RPL35",1
"RPL36A-HNRNPH2",1
"RPL38",1
"RPL4",1
"RPL7",1
"RPL7L1",1
"RPL9",1
"RPLP0",1
"RPN1",1
"RPP25L",1
"RPP38",1
"RPRD1B",1
"RPRML",1
"RPS11",1
"RPS13",1
"RPS15",1
"RPS16",1
"RPS17",1
"RPS19",1
"RPS20",1
"RPS21",1
"RPS24",1
"RPS29",1
"RPS3",1
"RPS4Y2",1
"RPS6",1
"RPS6KA2",1
"RPS6KA5",1
"RPS6KL1",1
"RPS7",1
"RPS8",1
"RPS9",1
"RPSA",1
"RPTN",1
"RPTOR",1
"RPUSD1",1
"RQCD1",1
"RRAGB",1
"RRAS2",1
"RRBP1",1
"RREB1",1
"RRM2",1
"RRP15",1
"RRP36",1
"RRP7A",1
"RRP8",1
"RRS1",1
"RSAD1",1
"RSBN1",1
"RSF1",1
"RSL24D1",1
"RSPH10B2",1
"RSPH14",1
"RSPH3",1
"RSPH6A",1
"RSRC1",1
"RSU1",1
"RTBDN",1
"RTCA",1
"RTFDC1",1
"RTKN2",1
"RTN3",1
"RTN4",1
"RTP1",1
"RTP4",1
"RUFY3",1
"RUFY4",1
"RUNX1",1
"RUNX2",1
"RWDD2A",1
"RWDD2B",1
"RXFP4",1
"RXRB",1
"RYK",1
"RYR1",1
"S100A1",1
"S100A14",1
"S100A3",1
"S100A7L2",1
"S100B",1
"S100G",1
"S1PR1",1
"S1PR2",1
"SAA2-SAA4",1
"SAA4",1
"SACS",1
"SAE1",1
"SAG",1
"SAMD12",1
"SAMD15",1
"SAMD4A",1
"SAMHD1",1
"SAMM50",1
"SAMSN1",1
"SAP130",1
"SAP30",1
"SAP30L",1
"SARM1",1
"SARS",1
"SART1",1
"SASH3",1
"SAT1",1
"SAT2",1
"SBDS",1
"SBF2",1
"SBK2",1
"SBNO2",1
"SCAF4",1
"SCAF8",1
"SCAMP1",1
"SCAMP2",1
"SCARA3",1
"SCARB1",1
"SCARB2",1
"SCARF2",1
"SCD",1
"SCEL",1
"SCG2",1
"SCGB1A1",1
"SCGB1C2",1
"SCGB1D4",1
"SCGB2A2",1
"SCGB2B2",1
"SCGB3A2",1
"SCHIP1",1
"SCIN",1
"SCLY",1
"SCMH1",1
"SCML4",1
"SCN10A",1
"SCN2B",1
"SCN4B",1
"SCN5A",1
"SCN8A",1
"SCNM1",1
"SCNN1B",1
"SCNN1D",1
"SCOC",1
"SCP2D1",1
"SCUBE2",1
"SCX",1
"SCYL2",1
"SDAD1",1
"SDC2",1
"SDCBP",1
"SDCCAG8",1
"SDF4",1
"SDHAF1",1
"SDHB",1
"SDHC",1
"SDK1",1
"SDK2",1
"SDR16C5",1
"SDS",1
"SEC11C",1
"SEC14L1",1
"SEC14L3",1
"SEC14L4",1
"SEC14L6",1
"SEC16B",1
"SEC23B",1
"SEC23IP",1
"SEC24A",1
"SEC61A1",1
"SECISBP2L",1
"SECTM1",1
"SELENBP1",1
"SELL",1
"SELPLG",1
"SELV",1
"SEMA3A",1
"SEMA3F",1
"SEMA4A",1
"SEMA4C",1
"SEMA4F",1
"SEMA6A",1
"SEMA6B",1
"SENP5",1
"SENP6",1
"SEP15",1
"SEPT12",1
"SEPT2",1
"SEPT4",1
"SEPT5",1
"SEPT9",1
"SEPW1",1
"SERGEF",1
"SERPINA1",1
"SERPINA11",1
"SERPINB1",1
"SERPINB4",1
"SERPINB7",1
"SERPINB9",1
"SERPINC1",1
"SERPIND1",1
"SERPINE2",1
"SERPINE3",1
"SERPINF1",1
"SERPINF2",1
"SERPINI2",1
"SERTAD3",1
"SERTM1",1
"SESN1",1
"SET",1
"SETBP1",1
"SETD2",1
"SETD4",1
"SETD7",1
"SETD8",1
"SEZ6",1
"SF3A1",1
"SF3B1",1
"SF3B2",1
"SF3B5",1
"SFI1",1
"SFN",1
"SFRP2",1
"SFRP5",1
"SFT2D3",1
"SFTPA1",1
"SFTPA2",1
"SGCA",1
"SGIP1",1
"SGK1",1
"SGK223",1
"SGK494",1
"SGMS1",1
"SGPL1",1
"SGPP1",1
"SGSM1",1
"SGSM2",1
"SH2D1A",1
"SH2D3C",1
"SH2D5",1
"SH2D6",1
"SH3BGR",1
"SH3BGRL3",1
"SH3BP1",1
"SH3BP2",1
"SH3BP5",1
"SH3D19",1
"SH3GL3",1
"SH3GLB1",1
"SH3GLB2",1
"SH3KBP1",1
"SH3PXD2A",1
"SH3PXD2B",1
"SH3RF3",1
"SH3YL1",1
"SHANK1",1
"SHANK3",1
"SHC1",1
"SHC4",1
"SHCBP1L",1
"SHH",1
"SHISA2",1
"SHISA4",1
"SHISA5",1
"SHISA8",1
"SHKBP1",1
"SHMT2",1
"SHOX2",1
"SI",1
"SIAE",1
"SIAH2",1
"SIAH3",1
"SIGLEC11",1
"SIGLEC12",1
"SIGLEC14",1
"SIGLEC5",1
"SIGLEC7",1
"SIGMAR1",1
"SIK1",1
"SIK2",1
"SIK3",1
"SIKE1",1
"SIM1",1
"SIN3B",1
"SIRT1",1
"SIRT2",1
"SIRT5",1
"SIRT6",1
"SIRT7",1
"SIT1",1
"SIVA1",1
"SIX3",1
"SIX4",1
"SIX6",1
"SKA3",1
"SKIL",1
"SKIV2L",1
"SKIV2L2",1
"SKOR1",1
"SKP1",1
"SKP2",1
"SLA",1
"SLAIN1",1
"SLAIN2",1
"SLAMF9",1
"SLC10A1",1
"SLC11A2",1
"SLC12A4",1
"SLC12A5",1
"SLC12A7",1
"SLC13A1",1
"SLC15A5",1
"SLC16A10",1
"SLC16A12",1
"SLC16A14",1
"SLC16A6",1
"SLC17A1",1
"SLC17A2",1
"SLC17A3",1
"SLC17A4",1
"SLC19A2",1
"SLC19A3",1
"SLC1A6",1
"SLC22A1",1
"SLC22A12",1
"SLC22A14",1
"SLC22A15",1
"SLC22A3",1
"SLC22A31",1
"SLC22A7",1
"SLC22A8",1
"SLC23A3",1
"SLC24A1",1
"SLC25A1",1
"SLC25A10",1
"SLC25A15",1
"SLC25A20",1
"SLC25A22",1
"SLC25A24",1
"SLC25A26",1
"SLC25A29",1
"SLC25A3",1
"SLC25A30",1
"SLC25A31",1
"SLC25A33",1
"SLC25A34",1
"SLC25A35",1
"SLC25A37",1
"SLC25A4",1
"SLC25A48",1
"SLC25A5",1
"SLC25A51",1
"SLC26A10",1
"SLC26A5",1
"SLC26A6",1
"SLC26A7",1
"SLC27A3",1
"SLC27A5",1
"SLC28A1",1
"SLC28A2",1
"SLC28A3",1
"SLC29A2",1
"SLC29A4",1
"SLC2A10",1
"SLC2A12",1
"SLC2A14",1
"SLC2A7",1
"SLC30A2",1
"SLC31A1",1
"SLC34A1",1
"SLC34A3",1
"SLC35B1",1
"SLC35B4",1
"SLC35D2",1
"SLC35E1",1
"SLC35E2B",1
"SLC35F3",1
"SLC35F6",1
"SLC35G1",1
"SLC35G3",1
"SLC35G4",1
"SLC35G5",1
"SLC35G6",1
"SLC36A1",1
"SLC36A4",1
"SLC37A1",1
"SLC37A4",1
"SLC38A2",1
"SLC38A4",1
"SLC38A5",1
"SLC38A6",1
"SLC38A8",1
"SLC39A1",1
"SLC39A11",1
"SLC39A12",1
"SLC39A2",1
"SLC39A3",1
"SLC39A5",1
"SLC39A8",1
"SLC39A9",1
"SLC3A2",1
"SLC40A1",1
"SLC41A1",1
"SLC43A2",1
"SLC44A4",1
"SLC46A1",1
"SLC46A3",1
"SLC48A1",1
"SLC4A1",1
"SLC4A1AP",1
"SLC4A2",1
"SLC4A7",1
"SLC52A1",1
"SLC52A3",1
"SLC5A1",1
"SLC5A11",1
"SLC5A2",1
"SLC5A3",1
"SLC5A4",1
"SLC5A9",1
"SLC6A1",1
"SLC6A11",1
"SLC6A13",1
"SLC6A14",1
"SLC6A18",1
"SLC6A19",1
"SLC6A20",1
"SLC6A5",1
"SLC6A7",1
"SLC7A2",1
"SLC7A3",1
"SLC7A7",1
"SLC8A1",1
"SLC8A2",1
"SLC8A3",1
"SLC9A1",1
"SLC9A2",1
"SLC9A3R2",1
"SLC9A5",1
"SLC9A6",1
"SLC9A7",1
"SLC9B1",1
"SLC9C1",1
"SLCO2B1",1
"SLCO4A1",1
"SLCO5A1",1
"SLFN14",1
"SLFN5",1
"SLITRK3",1
"SLITRK6",1
"SLN",1
"SLX4",1
"SLX4IP",1
"SMAD1",1
"SMAD3",1
"SMAD4",1
"SMAD7",1
"SMAGP",1
"SMAP1",1
"SMAP2",1
"SMARCA4",1
"SMARCAD1",1
"SMARCAL1",1
"SMARCE1",1
"SMC1A",1
"SMCHD1",1
"SMCO3",1
"SMCP",1
"SMDT1",1
"SMG1",1
"SMIM1",1
"SMIM10L1",1
"SMIM11",1
"SMIM14",1
"SMIM18",1
"SMIM19",1
"SMIM2",1
"SMIM23",1
"SMIM24",1
"SMIM3",1
"SMIM5",1
"SMIM6",1
"SMIM7",1
"SMKR1",1
"SMOC1",1
"SMPD4",1
"SMTNL1",1
"SMURF2",1
"SMYD1",1
"SMYD4",1
"SNAI1",1
"SNAI3",1
"SNAP91",1
"SNAPC1",1
"SNCA",1
"SNED1",1
"SNIP1",1
"SNRK",1
"SNRNP27",1
"SNRNP35",1
"SNRNP70",1
"SNRPB2",1
"SNRPC",1
"SNRPD1",1
"SNRPD3",1
"SNRPE",1
"SNRPF",1
"SNRPG",1
"SNTB2",1
"SNTG1",1
"SNW1",1
"SNX13",1
"SNX17",1
"SNX18",1
"SNX2",1
"SNX20",1
"SNX24",1
"SNX25",1
"SNX27",1
"SNX3",1
"SNX30",1
"SNX4",1
"SNX6",1
"SNX9",1
"SOAT1",1
"SOBP",1
"SOCS5",1
"SOD3",1
"SOGA1",1
"SOHLH2",1
"SON",1
"SORBS2",1
"SORBS3",1
"SORCS1",1
"SORCS2",1
"SOS2",1
"SOWAHA",1
"SOWAHB",1
"SOX11",1
"SOX2",1
"SOX3",1
"SOX7",1
"SOX9",1
"SP1",1
"SP100",1
"SP3",1
"SP6",1
"SP9",1
"SPACA1",1
"SPACA3",1
"SPACA4",1
"SPACA5",1
"SPACA5B",1
"SPAG11B",1
"SPAG17",1
"SPAG5",1
"SPAG7",1
"SPAM1",1
"SPANXA2",1
"SPANXD",1
"SPANXN3",1
"SPANXN5",1
"SPATA13",1
"SPATA17",1
"SPATA18",1
"SPATA21",1
"SPATA22",1
"SPATA25",1
"SPATA31A3",1
"SPATA31A6",1
"SPATA31C1",1
"SPATA32",1
"SPATA33",1
"SPATA4",1
"SPATA5L1",1
"SPATA6",1
"SPATA6L",1
"SPCS2",1
"SPCS3",1
"SPDYE1",1
"SPDYE3",1
"SPDYE5",1
"SPDYE6",1
"SPEM1",1
"SPEN",1
"SPG20",1
"SPG21",1
"SPG7",1
"SPHK2",1
"SPIC",1
"SPIN2A",1
"SPIN3",1
"SPIN4",1
"SPINK13",1
"SPINT1",1
"SPINT2",1
"SPINT3",1
"SPIRE1",1
"SPNS3",1
"SPO11",1
"SPOCK1",1
"SPOCK2",1
"SPON1",1
"SPOP",1
"SPP1",1
"SPPL3",1
"SPRED1",1
"SPRED2",1
"SPRR2E",1
"SPRR3",1
"SPRY1",1
"SPRY3",1
"SPRY4",1
"SPRYD4",1
"SPSB2",1
"SPSB4",1
"SPTA1",1
"SPTBN1",1
"SPTBN4",1
"SPTLC1",1
"SPTLC3",1
"SPTSSB",1
"SRA1",1
"SRBD1",1
"SRC",1
"SRCAP",1
"SRD5A1",1
"SRFBP1",1
"SRGAP2C",1
"SRGN",1
"SRI",1
"SRL",1
"SRM",1
"SRP14",1
"SRPK1",1
"SRPK2",1
"SRRD",1
"SRRM1",1
"SRRM2",1
"SRRM5",1
"SRSF10",1
"SRSF11",1
"SRSF4",1
"SS18L1",1
"SSB",1
"SSBP2",1
"SSBP4",1
"SSC4D",1
"SSFA2",1
"SSMEM1",1
"SSNA1",1
"SSPO",1
"SSTR2",1
"SSTR5",1
"SSUH2",1
"SSX1",1
"SSX3",1
"SSX4",1
"ST18",1
"ST3GAL1",1
"ST3GAL2",1
"ST3GAL5",1
"ST6GAL1",1
"ST6GAL2",1
"ST6GALNAC6",1
"ST7",1
"ST8SIA2",1
"ST8SIA4",1
"STAC",1
"STAC2",1
"STAG1",1
"STAM2",1
"STAP1",1
"STARD4",1
"STARD5",1
"STARD6",1
"STAT3",1
"STAT4",1
"STAT5B",1
"STAT6",1
"STAU1",1
"STC2",1
"STEAP1",1
"STEAP1B",1
"STH",1
"STIM1",1
"STIM2",1
"STK16",1
"STK24",1
"STK26",1
"STK31",1
"STK32B",1
"STK32C",1
"STK36",1
"STK39",1
"STMN1",1
"STMN3",1
"STOM",1
"STOML2",1
"STOX2",1
"STRA8",1
"STRIP2",1
"STRN4",1
"STS",1
"STT3B",1
"STX19",1
"STX2",1
"STX3",1
"STX4",1
"STX6",1
"STX7",1
"STXBP3",1
"STXBP5L",1
"STXBP6",1
"STYX",1
"STYXL1",1
"SUB1",1
"SUCLG1",1
"SUDS3",1
"SUFU",1
"SUGCT",1
"SULF1",1
"SULT1A1",1
"SULT1A4",1
"SULT1E1",1
"SULT2A1",1
"SUMF1",1
"SUMF2",1
"SUMO1",1
"SUMO4",1
"SUN2",1
"SUN3",1
"SUN5",1
"SUPT20H",1
"SUPT20HL1",1
"SUPT3H",1
"SUPT4H1",1
"SUPT6H",1
"SURF4",1
"SUSD1",1
"SUSD4",1
"SUSD5",1
"SUSD6",1
"SUV39H1",1
"SUV39H2",1
"SUZ12",1
"SV2A",1
"SV2B",1
"SVEP1",1
"SVOPL",1
"SWSAP1",1
"SWT1",1
"SYCN",1
"SYNC",1
"SYNDIG1",1
"SYNDIG1L",1
"SYNE2",1
"SYNE4",1
"SYNGR2",1
"SYNGR3",1
"SYNGR4",1
"SYNJ1",1
"SYNM",1
"SYNPO2",1
"SYPL1",1
"SYPL2",1
"SYS1",1
"SYT11",1
"SYT13",1
"SYT17",1
"SYT2",1
"SYT3",1
"SYT4",1
"SYT5",1
