"","x"
"CLEC14A",1
"CLEC16A",1
"CLEC17A",1
"CLEC18A",1
"CLEC18B",1
"CLEC1B",1
"CLEC2B",1
"CLEC3A",1
"CLEC4M",1
"CLEC9A",1
"CLIC2",1
"CLIC3",1
"CLIC4",1
"CLINT1",1
"CLIP1",1
"CLIP3",1
"CLK2",1
"CLMP",1
"CLN8",1
"CLP1",1
"CLPB",1
"CLPP",1
"CLPTM1",1
"CLPTM1L",1
"CLRN1",1
"CLRN2",1
"CLSPN",1
"CLSTN2",1
"CLTCL1",1
"CLUH",1
"CLVS2",1
"CMA1",1
"CMAS",1
"CMC1",1
"CMC2",1
"CMC4",1
"CMKLR1",1
"CMPK1",1
"CMTM4",1
"CMTM5",1
"CNBD1",1
"CNDP1",1
"CNDP2",1
"CNGA2",1
"CNGA3",1
"CNGA4",1
"CNKSR1",1
"CNNM2",1
"CNOT10",1
"CNOT11",1
"CNOT2",1
"CNOT3",1
"CNOT4",1
"CNOT7",1
"CNPPD1",1
"CNPY1",1
"CNR1",1
"CNRIP1",1
"CNTD1",1
"CNTD2",1
"CNTFR",1
"CNTLN",1
"CNTN4",1
"CNTN5",1
"CNTNAP2",1
"CNTNAP3",1
"CNTNAP3B",1
"CNTNAP4",1
"CNTNAP5",1
"CNTROB",1
"COA5",1
"COA7",1
"COBL",1
"COG3",1
"COG5",1
"COIL",1
"COL13A1",1
"COL16A1",1
"COL18A1",1
"COL19A1",1
"COL21A1",1
"COL27A1",1
"COL2A1",1
"COL4A1",1
"COL4A5",1
"COL5A2",1
"COL6A2",1
"COL9A2",1
"COLEC10",1
"COLEC11",1
"COLGALT1",1
"COMMD10",1
"COMMD3-BMI1",1
"COMMD4",1
"COMMD8",1
"COMMD9",1
"COPB2",1
"COPG2",1
"COQ10B",1
"COQ5",1
"COQ6",1
"CORO1A",1
"CORO2A",1
"CORT",1
"COTL1",1
"COX11",1
"COX14",1
"COX17",1
"COX20",1
"COX5A",1
"COX6B2",1
"COX6C",1
"COX7A1",1
"COX7C",1
"CPA1",1
"CPA2",1
"CPA5",1
"CPB1",1
"CPD",1
"CPEB4",1
"CPLX1",1
"CPLX2",1
"CPLX4",1
"CPM",1
"CPNE1",1
"CPNE6",1
"CPNE9",1
"CPO",1
"CPSF2",1
"CPSF3",1
"CPSF4L",1
"CPT1A",1
"CPVL",1
"CPXCR1",1
"CPXM1",1
"CPZ",1
"CRABP2",1
"CRB2",1
"CRB3",1
"CRBN",1
"CREB1",1
"CREB3L3",1
"CREBRF",1
"CRELD1",1
"CRH",1
"CRIPT",1
"CRISP1",1
"CRKL",1
"CRLS1",1
"CRMP1",1
"CRNKL1",1
"CRNN",1
"CRP",1
"CRTC2",1
"CRY1",1
"CRY2",1
"CRYGD",1
"CRYZ",1
"CSDC2",1
"CSDE1",1
"CSF2",1
"CSGALNACT2",1
"CSHL1",1
"CSN1S1",1
"CSNK1E",1
"CSNK1G2",1
"CSNK2A3",1
"CSNK2B",1
"CSPG5",1
"CSPP1",1
"CSRNP2",1
"CSRP3",1
"CST1",1
"CST2",1
"CST5",1
"CST7",1
"CST8",1
"CST9L",1
"CSTB",1
"CSTF3",1
"CT45A1",1
"CT45A3",1
"CT47A10",1
"CT47A11",1
"CT47A2",1
"CT47A5",1
"CT55",1
"CTAG1A",1
"CTAG1B",1
"CTAGE1",1
"CTAGE6",1
"CTBP2",1
"CTCFL",1
"CTF1",1
"CTGF",1
"CTH",1
"CTNNBIP1",1
"CTNND2",1
"CTNS",1
"CTR9",1
"CTRB1",1
"CTRC",1
"CTSA",1
"CTSC",1
"CTSH",1
"CTSK",1
"CTSV",1
"CTSW",1
"CTSZ",1
"CTTN",1
"CTTNBP2NL",1
"CTU1",1
"CTXN2",1
"CTXN3",1
"CUEDC2",1
"CUL2",1
"CUL4A",1
"CUL5",1
"CUL7",1
"CUL9",1
"CUX2",1
"CWC15",1
"CWC22",1
"CWC27",1
"CWF19L2",1
"CX3CR1",1
"CXCL1",1
"CXCL14",1
"CXCL16",1
"CXCL17",1
"CXCL5",1
"CXCL6",1
"CXCL9",1
"CXCR2",1
"CXCR4",1
"CXorf21",1
"CXorf36",1
"CXorf49B",1
"CXorf56",1
"CXXC4",1
"CYB561",1
"CYB561A3",1
"CYB561D2",1
"CYB5D1",1
"CYB5R2",1
"CYB5RL",1
"CYBA",1
"CYCS",1
"CYLC1",1
"CYP11B2",1
"CYP19A1",1
"CYP1A2",1
"CYP1B1",1
"CYP24A1",1
"CYP27B1",1
"CYP27C1",1
"CYP2C9",1
"CYP2F1",1
"CYP2J2",1
"CYP2W1",1
"CYP39A1",1
"CYP3A4",1
"CYP3A43",1
"CYP3A5",1
"CYP4A11",1
"CYP4F11",1
"CYP4F2",1
"CYP4F22",1
"CYP4F8",1
"CYP4V2",1
"CYP4X1",1
"CYP7B1",1
"CYS1",1
"CYSRT1",1
"CYTH2",1
"CYTL1",1
"CYYR1",1
"DAAM1",1
"DACH1",1
"DACT2",1
"DACT3",1
"DAND5",1
"DAP",1
"DAPK3",1
"DARS",1
"DBF4",1
"DBNDD2",1
"DBNL",1
"DCAF11",1
"DCAF12",1
"DCAF12L1",1
"DCAF12L2",1
"DCAF13",1
"DCAF15",1
"DCAF17",1
"DCAF4",1
"DCAF4L1",1
"DCAF4L2",1
"DCAF7",1
"DCAF8",1
"DCANP1",1
"DCDC5",1
"DCK",1
"DCLK2",1
"DCLK3",1
"DCLRE1A",1
"DCLRE1C",1
"DCP1B",1
"DCP2",1
"DCST1",1
"DCST2",1
"DCSTAMP",1
"DCTN5",1
"DCTPP1",1
"DCUN1D4",1
"DCXR",1
"DDA1",1
"DDB1",1
"DDI1",1
"DDI2",1
"DDIAS",1
"DDN",1
"DDOST",1
"DDR1",1
"DDX10",1
"DDX17",1
"DDX20",1
"DDX21",1
"DDX23",1
"DDX25",1
"DDX26B",1
"DDX27",1
"DDX28",1
"DDX4",1
"DDX41",1
"DDX43",1
"DDX46",1
"DDX47",1
"DDX49",1
"DDX50",1
"DDX51",1
"DDX52",1
"DDX53",1
"DDX6",1
"DEC1",1
"DEFA3",1
"DEFA5",1
"DEFA6",1
"DEFB103A",1
"DEFB104B",1
"DEFB105A",1
"DEFB107A",1
"DEFB113",1
"DEFB115",1
"DEFB125",1
"DEFB126",1
"DEFB127",1
"DEFB128",1
"DEFB129",1
"DEFB134",1
"DEFB4B",1
"DEGS1",1
"DEK",1
"DENND2D",1
"DENND4C",1
"DENND6A",1
"DEPDC1B",1
"DERA",1
"DES",1
"DFNA5",1
"DFNB59",1
"DGAT2",1
"DGAT2L6",1
"DGCR6L",1
"DGKK",1
"DGKQ",1
"DHDDS",1
"DHFRL1",1
"DHRS11",1
"DHRS2",1
"DHRS4",1
"DHRS4L1",1
"DHRS7B",1
"DHRS7C",1
"DHRS9",1
"DHTKD1",1
"DHX29",1
"DHX33",1
"DHX38",1
"DHX40",1
"DHX9",1
"DIAPH2",1
"DIAPH3",1
"DICER1",1
"DIO3",1
"DIP2A",1
"DIP2B",1
"DIP2C",1
"DIRAS3",1
"DIS3L2",1
"DISP1",1
"DISP2",1
"DKK2",1
"DLAT",1
"DLC1",1
"DLD",1
"DLG3",1
"DLGAP2",1
"DLGAP3",1
"DLK2",1
"DLX6",1
"DMBT1",1
"DMBX1",1
"DMC1",1
"DMKN",1
"DMRT2",1
"DMRT3",1
"DMRTA1",1
"DMRTA2",1
"DMRTC1",1
"DMTF1",1
"DMXL1",1
"DNA2",1
"DNAAF1",1
"DNAH10",1
"DNAH17",1
"DNAH3",1
"DNAH5",1
"DNAH7",1
"DNAH8",1
"DNAI2",1
"DNAJB1",1
"DNAJB2",1
"DNAJB3",1
"DNAJB7",1
"DNAJC1",1
"DNAJC10",1
"DNAJC14",1
"DNAJC2",1
"DNAJC21",1
"DNAJC24",1
"DNAJC4",1
"DNAJC5",1
"DNAJC7",1
"DNAJC8",1
"DNAL1",1
"DNASE1L3",1
"DNASE2B",1
"DNHD1",1
"DNMT1",1
"DNMT3A",1
"DNPH1",1
"DNTT",1
"DOC2B",1
"DOCK11",1
"DOCK2",1
"DOCK3",1
"DOCK9",1
"DOK2",1
"DOK7",1
"DOPEY1",1
"DOPEY2",1
"DPF1",1
"DPH3",1
"DPH5",1
"DPH7",1
"DPM3",1
"DPP4",1
"DPP9",1
"DPP9-AS1",1
"DPPA2",1
"DPT",1
"DPY19L2",1
"DPY19L4",1
"DPY30",1
"DPYSL2",1
"DPYSL5",1
"DRAM1",1
"DRAM2",1
"DRC7",1
"DRD2",1
"DRD5",1
"DRG1",1
"DRG2",1
"DRP2",1
"DSCAML1",1
"DSCR4",1
"DSEL",1
"DSG2",1
"DSN1",1
"DSP",1
"DSPP",1
"DST",1
"DSTN",1
"DSTYK",1
"DTHD1",1
"DTL",1
"DTNA",1
"DTNBP1",1
"DTWD2",1
"DTX2",1
"DTX3",1
"DTX3L",1
"DUOX1",1
"DUOXA2",1
"DUS1L",1
"DUS4L",1
"DUSP10",1
"DUSP11",1
"DUSP12",1
"DUSP2",1
"DUSP21",1
"DUSP22",1
"DUSP28",1
"DUSP9",1
"DVL1",1
"DVL3",1
"DYDC2",1
"DYNC1H1",1
"DYNC1I2",1
"DYNC1LI1",1
"DYNC1LI2",1
"DYNC2LI1",1
"DYRK1A",1
"DYRK2",1
"DYTN",1
"DYX1C1",1
"DZANK1",1
"DZIP1",1
"E2F4",1
"E2F5",1
"E2F6",1
"E2F8",1
"E4F1",1
"EAPP",1
"EBF2",1
"EBF4",1
"EBI3",1
"EBLN1",1
"EBNA1BP2",1
"ECE2",1
"ECHDC3",1
"ECI2",1
"ECT2",1
"ECT2L",1
"EDA2R",1
"EDARADD",1
"EDC4",1
"EDDM3B",1
"EDEM1",1
"EDEM2",1
"EDF1",1
"EDIL3",1
"EDN1",1
"EDN2",1
"EDNRA",1
"EDRF1",1
"EEA1",1
"EEF1A1",1
"EEF1A2",1
"EEF1B2",1
"EEF1D",1
"EEF1E1",1
"EEFSEC",1
"EFCAB11",1
"EFCAB14",1
"EFCAB3",1
"EFCC1",1
"EFEMP2",1
"EFHB",1
"EFNA4",1
"EFNB1",1
"EFNB3",1
"EFTUD2",1
"EGFL6",1
"EGFL7",1
"EGLN1",1
"EGLN3",1
"EGR1",1
"EHD2",1
"EHF",1
"EHMT2",1
"EID2",1
"EID2B",1
"EIF1",1
"EIF1AD",1
"EIF1AX",1
"EIF1B",1
"EIF2AK2",1
"EIF2AK3",1
"EIF2AK4",1
"EIF2B3",1
"EIF2B4",1
"EIF3A",1
"EIF3D",1
"EIF3E",1
"EIF3F",1
"EIF3I",1
"EIF3K",1
"EIF3M",1
"EIF4A1",1
"EIF4A2",1
"EIF4A3",1
"EIF4B",1
"EIF4ENIF1",1
"EIF4G3",1
"EIF5",1
"EIF5A2",1
"EIF5B",1
"EIF6",1
"ELAC1",1
"ELANE",1
"ELAVL4",1
"ELF5",1
"ELFN1",1
"ELK3",1
"ELP3",1
"ELSPBP1",1
"EMC1",1
"EMC2",1
"EMC6",1
"EMC9",1
"EMCN",1
"EMID1",1
"EMILIN1",1
"EML2",1
"EML4",1
"EML6",1
"EMP3",1
"ENAM",1
"ENDOD1",1
"ENDOG",1
"ENDOV",1
"ENG",1
"ENGASE",1
"ENHO",1
"ENO1",1
"ENO2",1
"ENO4",1
"ENOX2",1
"ENPP2",1
"ENPP3",1
"ENPP5",1
"ENPP7",1
"ENTPD4",1
"ENTPD5",1
"ENTPD7",1
"ENTPD8",1
"EOGT",1
"EPB41L2",1
"EPB42",1
"EPC1",1
"EPCAM",1
"EPDR1",1
"EPHA4",1
"EPHA7",1
"EPHB6",1
"EPHX4",1
"EPN2",1
"EPPIN",1
"EPPIN-WFDC6",1
"EPPK1",1
"EPS15L1",1
"EPSTI1",1
"EPYC",1
"ERAL1",1
"ERAP1",1
"ERAP2",1
"ERBB3",1
"ERBB4",1
"ERC1",1
"ERC2",1
"ERCC1",1
"ERCC5",1
"ERCC6-PGBD3",1
"ERCC6L",1
"EREG",1
"ERF",1
"ERI2",1
"ERICH4",1
"ERICH5",1
"ERICH6",1
"ERICH6B",1
"ERLEC1",1
"ERLIN1",1
"ERLIN2",1
"ERN1",1
"ERN2",1
"ERVV-1",1
"ESPL1",1
"ESRRA",1
"ESYT2",1
"ETFA",1
"ETFDH",1
"ETNK1",1
"ETS2",1
"ETV1",1
"ETV2",1
"ETV3L",1
"ETV7",1
"EVL",1
"EVX2",1
"EWSR1",1
"EXD3",1
"EXO5",1
"EXOC1",1
"EXOC2",1
"EXOC3L4",1
"EXOC5",1
"EXOC6",1
"EXOC7",1
"EXOC8",1
"EXOG",1
"EXOSC2",1
"EXOSC4",1
"EXOSC5",1
"EXPH5",1
"EXTL3",1
"EYA1",1
"EYA4",1
"EYS",1
"F11R",1
"F12",1
"F13B",1
"F2",1
"F2RL2",1
"F3",1
"F5",1
"F8A2",1
"F8A3",1
"FAAH",1
"FABP1",1
"FABP12",1
"FABP7",1
"FABP9",1
"FADD",1
"FADS1",1
"FADS2",1
"FAHD1",1
"FAHD2A",1
"FAIM",1
"FAIM2",1
"FAIM3",1
"FAM104A",1
"FAM104B",1
"FAM109A",1
"FAM110B",1
"FAM111B",1
"FAM114A1",1
"FAM117B",1
"FAM118A",1
"FAM118B",1
"FAM120A",1
"FAM120AOS",1
"FAM120B",1
"FAM120C",1
"FAM122A",1
"FAM126B",1
"FAM127A",1
"FAM129B",1
"FAM129C",1
"FAM132B",1
"FAM133B",1
"FAM134C",1
"FAM135A",1
"FAM136A",1
"FAM13A",1
"FAM149A",1
"FAM151A",1
"FAM156A",1
"FAM160A2",1
"FAM160B1",1
"FAM161A",1
"FAM161B",1
"FAM162B",1
"FAM167A",1
"FAM168B",1
"FAM170B",1
"FAM171A1",1
"FAM173A",1
"FAM175B",1
"FAM177A1",1
"FAM178A",1
"FAM179B",1
"FAM180B",1
"FAM184B",1
"FAM188A",1
"FAM188B",1
"FAM189A2",1
"FAM192A",1
"FAM196A",1
"FAM196B",1
"FAM198B",1
"FAM19A4",1
"FAM200A",1
"FAM205A",1
"FAM206A",1
"FAM207A",1
"FAM208A",1
"FAM209B",1
"FAM20A",1
"FAM20B",1
"FAM210A",1
"FAM212B",1
"FAM213A",1
"FAM217A",1
"FAM219A",1
"FAM220A",1
"FAM222A",1
"FAM227A",1
"FAM228A",1
"FAM228B",1
"FAM229A",1
"FAM231A",1
"FAM24B",1
"FAM26F",1
"FAM3B",1
"FAM3C",1
"FAM43B",1
"FAM47E",1
"FAM47E-STBD1",1
"FAM53C",1
"FAM57B",1
"FAM60A",1
"FAM63A",1
"FAM65C",1
"FAM69A",1
"FAM69C",1
"FAM71A",1
"FAM71F2",1
"FAM73A",1
"FAM83C",1
"FAM83E",1
"FAM83F",1
"FAM83G",1
"FAM84A",1
"FAM89B",1
"FAM8A1",1
"FAM91A1",1
"FAM96A",1
"FAM98A",1
"FAM98C",1
"FAM9A",1
"FAM9C",1
"FANCB",1
"FANCD2",1
"FANCD2OS",1
"FANCF",1
"FANCG",1
"FANCL",1
"FANCM",1
"FANK1",1
"FAR1",1
"FARS2",1
"FAT2",1
"FAT3",1
"FAT4",1
"FATE1",1
"FAU",1
"FAXC",1
"FBLIM1",1
"FBLN1",1
"FBLN5",1
"FBLN7",1
"FBN1",1
"FBRS",1
"FBXL12",1
"FBXL15",1
"FBXL20",1
"FBXL8",1
"FBXO10",1
"FBXO11",1
"FBXO2",1
"FBXO22",1
"FBXO28",1
"FBXO33",1
"FBXO34",1
"FBXO38",1
"FBXO39",1
"FBXO43",1
"FBXO45",1
"FBXO5",1
"FBXO6",1
"FBXO9",1
"FBXW10",1
"FBXW11",1
"FBXW12",1
"FBXW7",1
"FCER1G",1
"FCGR1B",1
"FCGR2B",1
"FCGR3B",1
"FCHSD2",1
"FCN2",1
"FCRL3",1
"FCRL4",1
"FCRL6",1
"FCRLA",1
"FCRLB",1
"FDPS",1
"FDX1L",1
"FDXR",1
"FECH",1
"FEM1B",1
"FEN1",1
"FER1L6",1
"FERMT1",1
"FERMT3",1
"FEZ2",1
"FEZF1",1
"FFAR1",1
"FGB",1
"FGF1",1
"FGF16",1
"FGF2",1
"FGF4",1
"FGF8",1
"FGFBP2",1
"FGFR1",1
"FGFR2",1
"FGFRL1",1
"FGG",1
"FGGY",1
"FGL1",1
"FGR",1
"FH",1
"FHDC1",1
"FHL2",1
"FIBCD1",1
"FIG4",1
"FIGF",1
"FIGLA",1
"FIGNL2",1
"FITM1",1
"FJX1",1
"FKBP1B",1
"FKBP2",1
"FKBP3",1
"FKBP4",1
"FKBP6",1
"FKBP8",1
"FKBPL",1
"FLG",1
"FLG2",1
"FLI1",1
"FLNB",1
"FLOT2",1
"FLT3LG",1
"FLVCR1",1
"FLYWCH1",1
"FLYWCH2",1
"FMN1",1
"FMNL1",1
"FMNL2",1
"FMNL3",1
"FMO4",1
"FMO5",1
"FMOD",1
"FMR1",1
"FN3KRP",1
"FNBP1",1
"FNBP1L",1
"FNBP4",1
"FNDC1",1
"FNDC3B",1
"FNDC4",1
"FNDC5",1
"FNDC7",1
"FNDC8",1
"FNDC9",1
"FNIP2",1
"FNTA",1
"FNTB",1
"FOPNL",1
"FOS",1
"FOSB",1
"FOXA2",1
"FOXA3",1
"FOXC2",1
"FOXD4",1
"FOXD4L6",1
"FOXE3",1
"FOXF2",1
"FOXG1",1
"FOXI2",1
"FOXJ1",1
"FOXK2",1
"FOXL2",1
"FOXN2",1
"FOXN4",1
"FOXO1",1
"FOXO6",1
"FOXP2",1
"FOXQ1",1
"FPR2",1
"FRAT1",1
"FRAT2",1
"FREM3",1
"FRG2C",1
"FRMD4A",1
"FRMD5",1
"FRMD6",1
"FRMPD1",1
"FRMPD2",1
"FSD1L",1
"FSD2",1
"FSIP2",1
"FSTL3",1
"FSTL4",1
"FTH1P18",1
"FTHL17",1
"FTMT",1
"FTO",1
"FTSJ1",1
"FTSJ2",1
"FUK",1
"FUNDC2",1
"FUOM",1
"FURIN",1
"FUS",1
"FUT1",1
"FUT3",1
"FUT8",1
"FXN",1
"FXYD2",1
"FXYD3",1
"FXYD5",1
"FXYD7",1
"FYB",1
"FYN",1
"FYTTD1",1
"FZD9",1
"G0S2",1
"G3BP1",1
"G6PC3",1
"GAB2",1
"GABARAPL1",1
"GABARAPL2",1
"GABBR1",1
"GABPA",1
"GABRA3",1
"GABRA4",1
"GABRA6",1
"GABRG2",1
"GADD45A",1
"GADD45B",1
"GADD45GIP1",1
"GAGE1",1
"GAGE10",1
"GAGE12I",1
"GAGE12J",1
"GAGE2D",1
"GAL3ST3",1
"GALNT10",1
"GALNT14",1
"GALNT15",1
"GALNT16",1
"GALNT5",1
"GALNTL5",1
"GALP",1
"GALR2",1
"GAMT",1
"GAN",1
"GANAB",1
"GAPDHS",1
"GAPVD1",1
"GAREML",1
"GARNL3",1
"GAS1",1
"GAS2L1",1
"GATA2",1
"GATAD2B",1
"GATB",1
"GATC",1
"GBE1",1
"GBGT1",1
"GBP3",1
"GC",1
"GCC1",1
"GCFC2",1
"GCG",1
"GCK",1
"GCKR",1
"GCLC",1
"GCNT1",1
"GCSAML",1
"GDE1",1
"GDF11",1
"GDF2",1
"GDF3",1
"GDF9",1
"GDI2",1
"GDNF",1
"GDPD3",1
"GDPD5",1
"GDPGP1",1
"GEMIN5",1
"GEMIN8",1
"GET4",1
"GFER",1
"GFM1",1
"GFM2",1
"GFOD1",1
"GFOD2",1
"GFPT2",1
"GFRAL",1
"GGA1",1
"GGA3",1
"GGNBP2",1
"GGT6",1
"GGTLC2",1
"GH1",1
"GHRH",1
"GHRHR",1
"GIF",1
"GIGYF1",1
"GIGYF2",1
"GIMAP2",1
"GIMAP7",1
"GIMAP8",1
"GIMD1",1
"GIN1",1
"GINS2",1
"GIPR",1
"GIT2",1
"GJA1",1
"GJA10",1
"GJC1",1
"GJC3",1
"GJD2",1
"GK2",1
"GK5",1
"GLA",1
"GLB1",1
"GLDN",1
"GLE1",1
"GLI4",1
"GLIS2",1
"GLMP",1
"GLO1",1
"GLOD4",1
"GLRA4",1
"GLRX5",1
"GLT1D1",1
"GLT6D1",1
"GLTP",1
"GLUL",1
"GLYATL1",1
"GLYR1",1
"GM2A",1
"GMCL1",1
"GMEB1",1
"GMNC",1
"GMPR2",1
"GNA11",1
"GNA15",1
"GNAI1",1
"GNAI2",1
"GNAL",1
"GNAS",1
"GNAT2",1
"GNAZ",1
"GNB1L",1
"GNE",1
"GNG10",1
"GNG2",1
"GNL1",1
"GNL3",1
"GNL3L",1
"GNLY",1
"GNPAT",1
"GNPTG",1
"GNRH1",1
"GOLGA1",1
"GOLGA4",1
"GOLGA6A",1
"GOLGA6L1",1
"GOLGA6L2",1
"GOLGA6L9",1
"GOLGA7",1
"GOLGA8B",1
"GOLGA8J",1
"GOLGA8N",1
"GOLIM4",1
"GOLPH3L",1
"GOLT1A",1
"GON4L",1
"GOPC",1
"GORAB",1
"GOT2",1
"GP5",1
"GPALPP1",1
"GPATCH2",1
"GPATCH2L",1
"GPATCH8",1
"GPD1L",1
"GPD2",1
"GPER1",1
"GPKOW",1
"GPLD1",1
"GPM6B",1
"GPN2",1
"GPR1",1
"GPR107",1
"GPR132",1
"GPR135",1
"GPR137",1
"GPR137B",1
"GPR139",1
"GPR149",1
"GPR161",1
"GPR17",1
"GPR171",1
"GPR179",1
"GPR183",1
"GPR19",1
"GPR22",1
"GPR25",1
"GPR26",1
"GPR27",1
"GPR31",1
"GPR32",1
"GPR4",1
"GPR50",1
"GPR62",1
"GPR63",1
"GPR75",1
"GPR82",1
"GPR84",1
"GPR88",1
"GPR89A",1
"GPRASP2",1
"GPS2",1
"GPSM3",1
"GPT",1
"GPX1",1
"GPX4",1
"GPX8",1
"GRAMD1A",1
"GRAMD1B",1
"GRAMD2",1
"GRAMD4",1
"GRAP2",1
"GRB10",1
"GREM1",1
"GRHPR",1
"GRIA3",1
"GRID2",1
"GRIFIN",1
"GRIK3",1
"GRIN1",1
"GRIN2B",1
"GRIN2C",1
"GRIN2D",1
"GRK4",1
"GRK6",1
"GRM2",1
"GRM3",1
"GRM5",1
"GRM7",1
"GRN",1
"GRPEL2",1
"GRPR",1
"GRXCR2",1
"GSC2",1
"GSDMA",1
"GSG1",1
"GSN",1
"GSR",1
"GSS",1
"GSTA1",1
"GSTO2",1
"GSTP1",1
"GSX2",1
"GTF2A1L",1
"GTF2B",1
"GTF2E1",1
"GTF2E2",1
"GTF2H1",1
"GTF2H2C",1
"GTF2IRD2B",1
"GTF3C3",1
"GTF3C5",1
"GTF3C6",1
"GTSF1",1
"GTSF1L",1
"GUCY1A2",1
"GUCY2C",1
"GUCY2F",1
"GUK1",1
"GXYLT1",1
"GXYLT2",1
"GYPA",1
"GYPB",1
"GYPE",1
"H1FNT",1
"H1FX",1
"H2AFB1",1
"H2AFB2",1
"H2AFV",1
"H3F3A",1
"H3F3B",1
"H3F3C",1
"HAAO",1
"HABP4",1
"HACD2",1
"HACD4",1
"HACE1",1
"HACL1",1
"HADHB",1
"HAL",1
"HAMP",1
"HAO2",1
"HAP1",1
"HAPLN2",1
"HAUS1",1
"HAUS4",1
"HAUS5",1
"HAUS6",1
"HAVCR1",1
"HAVCR2",1
"HBA1",1
"HBB",1
"HBG2",1
"HBQ1",1
"HBS1L",1
"HCFC1",1
"HCN2",1
"HCRT",1
"HCRTR1",1
"HDAC2",1
"HDAC9",1
"HDGFL1",1
"HDGFRP3",1
"HDHD2",1
"HEATR4",1
"HEATR5A",1
"HEATR6",1
"HEBP1",1
"HECA",1
"HECTD1",1
"HECTD2",1
"HECTD4",1
"HELB",1
"HELT",1
"HELZ",1
"HELZ2",1
"HEMK1",1
"HERC3",1
"HERC4",1
"HERC5",1
"HERPUD1",1
"HERPUD2",1
"HES1",1
"HES3",1
"HES6",1
"HESX1",1
"HEXIM2",1
"HEY2",1
"HFE2",1
"HGS",1
"HGSNAT",1
"HHATL",1
"HHIP",1
"HID1",1
"HIF1AN",1
"HIF3A",1
"HIGD1A",1
"HINT3",1
"HIP1",1
"HIPK1",1
"HIPK3",1
"HIRIP3",1
"HIST1H1T",1
"HIST1H2AK",1
"HIST1H2AL",1
"HIST1H2BB",1
"HIST1H2BC",1
"HIST1H2BD",1
"HIST1H2BE",1
"HIST1H2BI",1
"HIST1H3D",1
"HIST1H3E",1
"HIST1H3F",1
"HIST1H3G",1
"HIST1H3H",1
"HIST1H3I",1
"HIST1H4B",1
"HIST1H4C",1
"HIST1H4E",1
"HIST1H4F",1
"HIST1H4G",1
"HIST1H4H",1
"HIST1H4I",1
"HIST1H4J",1
"HIST2H2AA4",1
"HIST2H2AC",1
"HIST2H2BF",1
"HIST2H3A",1
"HIST2H3C",1
"HIST2H3D",1
"HK1",1
"HK2",1
"HLA-DPA1",1
"HLA-DPB1",1
"HLA-DQA2",1
"HLA-F",1
"HLA-G",1
"HM13",1
"HMCN1",1
"HMCN2",1
"HMG20B",1
"HMGA1",1
"HMGA2",1
"HMGB4",1
"HMGN1",1
"HMGXB4",1
"HMOX1",1
"HN1",1
"HNF1A",1
"HNF4A",1
"HNF4G",1
"HNRNPA1",1
"HNRNPA2B1",1
"HNRNPC",1
"HNRNPCL4",1
"HNRNPDL",1
"HNRNPK",1
"HNRNPLL",1
"HNRNPR",1
"HNRNPU",1
"HNRNPUL2",1
"HOGA1",1
"HOOK1",1
"HOXA13",1
"HOXA3",1
"HOXA4",1
"HOXA5",1
"HOXB3",1
"HOXB8",1
"HOXB9",1
"HOXC10",1
"HOXC5",1
"HOXC6",1
"HOXC8",1
"HOXD1",1
"HOXD3",1
"HOXD4",1
"HPS4",1
"HPS5",1
"HPSE",1
"HR",1
"HRAS",1
"HRASLS2",1
"HRASLS5",1
"HRG",1
"HRH4",1
"HS1BP3",1
"HS3ST1",1
"HS3ST2",1
"HS3ST3A1",1
"HS3ST3B1",1
"HS3ST6",1
"HSBP1",1
"HSBP1L1",1
"HSD11B1L",1
"HSD11B2",1
"HSD17B11",1
"HSD17B12",1
"HSD17B13",1
"HSD17B14",1
"HSD17B3",1
"HSD17B4",1
"HSD17B8",1
"HSD3B7",1
"HSDL2",1
"HSF2",1
"HSF4",1
"HSF5",1
"HSFX1",1
"HSFY1",1
"HSFY2",1
"HSP90AA1",1
"HSP90AB1",1
"HSPA12A",1
"HSPA13",1
"HSPA14",1
"HSPA1B",1
"HSPA6",1
"HSPB3",1
"HSPB6",1
"HSPB8",1
"HSPB9",1
"HSPD1",1
"HSPE1-MOB4",1
"HSPG2",1
"HTR1A",1
"HTR1B",1
"HTR1F",1
"HTR3D",1
"HTR4",1
"HTRA1",1
"HTRA4",1
"HYAL3",1
"HYPK",1
"IAH1",1
"IARS2",1
"IBA57",1
"ICA1L",1
"ICAM3",1
"ICAM4",1
"ICE1",1
"ICMT",1
"ICOS",1
"ID2",1
"ID3",1
"ID4",1
"IDH1",1
"IER3",1
"IER5",1
"IFI27",1
"IFI35",1
"IFI44L",1
"IFIT1",1
"IFIT2",1
"IFIT3",1
"IFITM1",1
"IFITM2",1
"IFITM3",1
"IFITM5",1
"IFNA1",1
"IFNA10",1
"IFNA13",1
"IFNA14",1
"IFNA6",1
"IFNA8",1
"IFNB1",1
"IFNE",1
"IFNL2",1
"IFRD1",1
"IFT74",1
"IGBP1",1
"IGDCC3",1
"IGF2",1
"IGF2BP2",1
"IGF2BP3",1
"IGFALS",1
"IGFBP3",1
"IGFBP5",1
"IGFN1",1
"IGLL1",1
"IGLL5",1
"IGSF21",1
"IGSF5",1
"IGSF6",1
"IGSF8",1
"IGSF9B",1
"IHH",1
"IKBIP",1
"IKZF1",1
"IKZF4",1
"IL10",1
"IL11",1
"IL12A",1
"IL12RB1",1
"IL13RA1",1
